Running ACO with dataset_size=100, n_ants=30, alpha=0.10, beta=1.00, evaporation=0.10, q=1, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.70, q=11, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.70, q=11, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.70, q=11, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.70, q=13, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.70, q=13, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.70, q=13, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.70, q=13, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=1, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=1, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=1, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=1, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=3, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=3, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=3, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=3, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=5, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=5, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=5, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=7, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=7, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=7, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=7, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=9, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=9, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=9, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=9, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=11, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=11, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=11, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=11, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=13, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=13, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=13, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.80, q=13, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=1, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=1, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=1, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=1, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=3, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=3, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=3, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=3, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=5, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=5, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=5, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=7, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=7, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=7, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=7, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=9, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=9, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=9, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=9, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=11, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=11, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=11, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=11, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=13, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=13, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=13, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=0.90, q=13, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=1, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=1, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=1, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=1, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=3, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=3, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=3, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=3, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=5, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=5, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=5, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=7, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=7, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=7, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=7, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=9, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=9, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=9, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=9, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=11, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=11, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=11, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=11, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=13, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=13, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=13, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.00, evaporation=1.00, q=13, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=1, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=1, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=1, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=1, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=3, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=3, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=3, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=3, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=5, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=5, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=5, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=7, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=7, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=7, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=7, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=9, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=9, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=9, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=9, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=11, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=11, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=11, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=11, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=13, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=13, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=13, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.10, q=13, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=1, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=1, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=1, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=1, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=3, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=3, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=3, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=3, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=5, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=5, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=5, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=7, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=7, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=7, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=7, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=9, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=9, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=9, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=9, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=11, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=11, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=11, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=11, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=13, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=13, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=13, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.20, q=13, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=1, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=1, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=1, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=1, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=3, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=3, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=3, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=3, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=5, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=5, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=5, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=7, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=7, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=7, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=7, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=9, iterations=50
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=9, iterations=100
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=9, iterations=150
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=9, iterations=200
Running ACO with dataset_size=100, n_ants=30, alpha=1.90, beta=4.50, evaporation=0.30, q=11, iterations=50
